,code,name,mkt_segment,close,transaction_volume,mrk_cap,shares_outstanding,desc
16,011150,CJ씨푸드,1,4760,6985815595,171030479480,35930773,"CJ Seafood Corporation provides processed foods primarily in South Korea. It offers fish pastes, clam meat, ham, sausages, processed sea foods, and processed foods. The company distributes its products through wholesale stores, convenience stores, chain stores, institutional food services, and special sales stores. It also exports its products to Japan, the United States, the Russian Federation, the People's Republic of China, and Europe. The company was formerly known as Samho F&G, Inc. and changed its name to CJ Seafood Corporation in 2010. CJ Seafood Corporation was founded in 1976 and is headquartered in Seongnam, South Korea."
19,097950,CJ제일제당,1,419500,14517776500,6315231027000,15054186,"CJ Cheiljedang Corporation engages food and bio businesses. It offers processed meat and frozen food, fresh food, seasoning, sweeteners, flour, edible oil, and starch, as well as seaweed, dessert, snack, and health-functional food; and amino acids and feed. CJ Cheiljedang Corporation was founded in 1953 and is based in Seoul, South Korea."
21,051500,CJ프레시웨이,2,25000,4038329400,296789650000,11871586,"CJ Freshway Corporation engages in the distribution of food materials in South Korea and internationally. The company provides consulting service for menu development, as well as trains staff on new recipes. It also offers customized menus and products. In addition, the company provides catering services to nursery schools, hospitals, nursing homes, welfare centers, industries, government offices, schools, and kindergartens. Further, it offers food services through Green Teria, Gourmet Bridge, and Welly & brands. Additionally, the company provides raw materials to wholesalers, manufacturing factories, and food processing companies. The company serves restaurants, including franchises, hotels, buffets, and CJ affiliates. It distributes its products through distributors, wholesalers, and food marts. The company was founded in 1988 and is based in Seoul, South Korea."
22,058820,CMG제약,2,4465,2483912230,620153869460,138892244,"CMG Pharmaceutical Co., Ltd., a pharmaceutical company, develops and sells oral thin film (OTF) pharmaceuticals in South Korea. It offers Tadalafil OTF products for erectile dysfunction; Entecavir OTF products to treat hepatitis type B; Aripiprazole OTF products for schizophrenia; and Montelukast OTF products to treat asthma and allergic rhinitis. The company was formerly known as Skynewpharm Co Ltd and changed its name to CMG Pharmaceutical CO., Ltd. in April 2013. CMG Pharmaceutical Co., Ltd. was founded in 2001 and is headquartered in Seoul, South Korea."
23,023460,CNH,2,2475,138421350,92070000000,37200000,"CNH Co., Ltd., a holding company, primarily provides auto leasing services. The company offers working capital loans, and new technology business finance and installment finance services; urban housing loan products; and car rental services. It also engages in the real estate development business, including home construction, as well as property management activities; and bakery and franchise business, as well as owns and operates Marriott Executive Apartments Seoul, a residence hotel. The company was formerly known as CNH Capital Co., Ltd. and changed its name to CNH Co., Ltd. in September 2009. The company was founded in 1989 and is based in Seoul, South Korea. CNH Co., Ltd. is a subsidiary of Granite Holdings Co., Ltd."
24,056000,COWON,2,2860,0,56399843500,19720225,"COWON Co., Ltd. operates as a mobile game software development company. The company was formerly known as NESM Co.,Ltd and changed its name to COWON Co., Ltd. in February 2021. COWON Co., Ltd. was founded in 1995 and is based in Seoul, South Korea."
25,065770,CS,2,2575,349419485,48500511250,18835150,"CS Corporation manufactures and sells IT equipment for telecommunication companies worldwide. It offers distributed antenna systems; and RF repeaters and interference cancellation systems that provides a solution to enhance 3G/4G/5G mobile coverage for indoor and outdoor. The company was formerly known as C&S Microwave Co., Ltd. and changed its name to CS Corporation in March 2010. CS Corporation was founded in 1999 and is based in Seongnam-si, South Korea."
26,083660,CSA 코스믹,2,2820,2305685810,104543166900,37072045,"Gentrogroup.Co.,Ltd. provides various products for environment, construction, civil engineering, and communication fields in Korea. The company offers high-density polyethylene polyethylene double frame (PDF) panels, such as baffle walls, rectifying walls, barriers, and bulkheads; and PE sheets for tank and concrete reservoir. It also provides PDF double frame water tanks and liquid fertilizer tanks; water-tight bands and PE ladders; and COD pipes and silicone coated ducts. The company was formerly known as CSA Cosmic Co., Ltd. and changed its name to Gentrogroup.Co.,Ltd. in 2019. Gentrogroup.Co.,Ltd. was founded in 1989 and is headquartered in Seoul, South Korea."
27,000590,CS홀딩스,1,59700,211808200,68922575400,1154482,"CS Holdings Co., Ltd. manufactures and markets welding materials in Korea. The company's products include stick electrodes, flux cored wires, submerged arcs, mag wires, mig wires, tig cut lengths, and oxyacetylene electrodes. It serves shipbuilding, offshore, construction, oil and gas, nuclear energy, fabrication, and automobile industries. The company was formerly known as Chosun Welding Co., Ltd. and changed its name to CS Holdings Co., Ltd. in January 2010. CS Holdings Co., Ltd. was founded in 1949 and is headquartered in Pohang, South Korea."
28,012030,DB,1,886,690538310,178240104638,201173933,"DB Inc. engages in the IT, trade, consulting, and other business activities. It provides unified IT services, such as IT outsourcing, system integration, convergence, and cloud services. The company also exports and imports chemical products, including synthetic resins, such as PE, PP, PET, PS/EPS, etc.; special resins comprising PU, PC, etc.; and petrochemical down-stream, and other chemical products, as well as iron and steel products comprising cold-rolled and hot-rolled steel sheets, tin plates, beam products, and ferro-alloys. In addition, it offers human resource consulting services. The company was formerly known as Dongbu Inc. and changed its name to DB Inc. in October 2017. DB Inc. was founded in 1977 and is headquartered in Seoul, South Korea."
29,367340,DB금융스팩8호,2,2060,10306525,12463000000,6050000,"DB Finance No.8 Special Purpose Acquisition Co., Ltd. focuses on acquiring and merging other companies of growth-oriented industries. The company was founded in 2020 and is based in Seoul, South Korea."
30,367360,DB금융스팩9호,2,2030,57207395,9825200000,4840000,"DB Finance No.9 Special Purpose Acquisition Co., Ltd. focuses on acquiring and merging other companies of growth-oriented industries. The company is based in Seoul, South Korea."
31,016610,DB금융투자,1,5750,1067531130,244066736750,42446389,"DB Financial Investment Co., Ltd. provides various financial products and services in South Korea. It engages in the provision of asset management, insurance, life, savings bank, brokerage, bond dealing, IB, investment trust, international business, mid to long-term investment, stocks, derivatives, asset trading, tax and law, and risk management services. The company was founded in 1982 and is headquartered in Seoul, South Korea."
32,005830,DB손해보험,1,45300,7714973800,3207240000000,70800000,"DB Insurance Co., Ltd. provides various insurance products and services in South Korea. The company offers general, auto, and long-term insurance products under the Promy car and Promy life brands. The company was formerly known as Dongbu Insurance Co., Ltd. and changed its name to DB Insurance Co., Ltd. in November 2017. DB Insurance Co., Ltd. was founded in 1962 and is headquartered in Seoul, South Korea."
33,000990,DB하이텍,1,57100,33164227200,2535159374800,44398588,"DB HiTek Co.,Ltd. operates as an system IC foundry company in South Korea. The company provides comprehensive foundry services; and designs and manufactures system ICs. It offers process technologies nodes ranging from 90nm to 0.35um that enable the production of advanced ICs, such as power management ICs, display driver ICs, audio amplifiers, and sensors, which are deployed in mobile, drone, and medical devices, as well as automotive applications. The company's processing technologies include BCDMOS, analog CMOS, high voltage CMOS, mixed signal, CIS, flash, logic, and non volatile technologies. The company was formerly known as Dongbu HiTek Co., Ltd. and changed its name to DB HiTek Co.,Ltd. in November 2017. DB HiTek Co.,Ltd. was founded in 1997 and is based in Bucheon, South Korea."
35,139130,DGB금융지주,1,8850,11555644120,1496940622050,169145833,"DGB Financial Group Co., Ltd. provides various banking products and services primarily in South Korea. The company offers deposit products; insurance policy loans; installment and automobile finance, corporate loans, personal loans, and new technology business finance, as well as leasing services; foreign exchange services; financial products comprising investment funds and bancassurance; and asset management and online banking services. It also provides investment trading, investment brokerage, discretionary investment, and investment advisory services; coverage, endowment, pension, and variable insurance products; electronic payment settlement agency services, as well as issues and manages electronic payment services; and claim collection, credit check, lease inspection, and civil complaint services. In addition, the company offers information system development, operation, maintenance, and integration services; IT consulting and related education services; and e-commerce and Internet related services, as well as sells, rents, and maintains information equipment and software. As of December 31, 2018, it operated through a network of 336 branches. DGB Financial Group Co., Ltd. was founded in 1967 and is based in Daegu, South Korea."
36,001530,DI동일,1,178500,3213716000,440111206500,2465609,"Di Dong Il Corporation operates in the textile industry in South Korea. The company provides greige yarn products, including cotton yarns, regenerated and synthetic fibers, and blended yarns; dyed yarns comprising silket dyed, continuous silket, and cheese dyed yarns; and fabrics. It also offers TransDry products that transfer moisture away from the skin or across the surface of the fabric and dries faster; and WarmFresh products for moisture-absorption and heat-generation, anti-bacterial, deodorizing, and pH control applications. Di Dong Il Corporation was founded in 1955 and is based in Seoul, South Korea."
37,000210,DL,1,87800,58648097800,1355742803600,15441262,"DL Holdings Co.,Ltd., through its subsidiaries, operates in the construction, petrochemical, energy/manufacturing, leisure, culture, and education businesses. It undertakes various plant, civil, building, and housing works; and provides various petrochemical products, as well as synthetic resins and other plastic materials. The company also engages in the thermal and wind power generation business. In addition, it offers automotive parts and motorcycles; concrete pipes and concrete structural component products; and real estate development and consulting, management, and rental services. Further, the company operates hotels; art museums that are specialized in photography, design, and fashion; and a university for the training of professional manpower. DL Holdings Co.,Ltd. was incorporated in 1939 and is based in Seoul, South Korea."
39,375500,DL이앤씨,1,120500,41090135000,2332727929000,19358738,"DL E&C Co., Ltd., a construction company, provides engineering, procurement, and construction solutions worldwide. It undertakes various plant works in refinery/gas, petrochemical, energy, industrial facilities, environment, and other categories; civil works in road/bridge, road/port/water resources, railroad/metro/tunnel, and other categories; building works in office/commercial, cultural/sports, hotel/resort, education/healthcare, logistics, and other categories; and housing works in apartment, residential and commercial, and office hotel categories. The company was incorporated in 1939 and is based in Seoul, South Korea."
41,068790,DMS,2,8350,801230010,205185059350,24573061,"DMS Co.,Ltd. engages in the manufacture and sale of FPD and renewable energy equipment in South Korea and internationally. The company produces and supplies LCD/OLED equipment, such as depo, initial, HF, and photo cleaners; developer machines; wet etchers and strippers; and PI coaters. It also provides photovoltaic and wind power generation systems. The company was founded in 1999 and is headquartered in Yongin, South Korea."
42,004840,DRB동일,1,6960,48333930,138712800000,19930000,"DRB Holding Co., Ltd. manufactures and sells vehicle sealing products, construction materials, and seismic isolation and vibration controls in South Korea and internationally. It provides glass run/channels, as well as door, body, tailgate, and hood seals. The company also offers railway products, such as low vibration track systems, ballast mats, platform gap fillers, and rail fastening systems; marine products, including rubber fenders, automatic cable cover belts, and marine accessories; eco-products comprising rubber dams, eco-tanks, multi-function HDPE catch basins, and intercepted flow control devices; and civil engineering and industrial materials, such as submerged gaskets, membranes for tanks, shock mounts, diaphragms, water-proof sheets, sluice seals, gas holders, crash cushions, and door seals. In addition, it provides isolation systems, such as natural, lead, and high damping rubber bearings; damper systems, including easy/MEED, lintel-type vibration control, SSF, and door and window-type dampers; and structural systems comprising composite beam systems, as well as engineering services. Further, the company offers power transmission belts, which include industrial, automotive, agricultural, and specialty belts; conveyor belts and systems; and rubber tracks and pads. Additionally, it sells its products online. DRB Holding Co., Ltd. was founded in 1945 and is headquartered in Busan, South Korea."
43,241520,DSC인베스트먼트,2,5590,18300523420,154719276530,27677867,"DSC Investment Inc. is a venture capital firm specializing in startups. The firm primarily invests in industries related to the fourth industrial revolution. It also considers investments in biotechnology, big data, social network services, secondary cell, and education contents. The firm typically makes investments in the service sector, including health and medical care, tourism, contents, education, distribution, technology sector including information communication technology, electronics, and machinery industries, and software industry. It prefers to invest in companies with previous year's sales equal to or less than KRW 1 billion ($0.86 million) or companies not older than three years. The firm also makes secondary and follow-on investments. DSC Investment Inc. was founded in 2012 and is based in Seoul, South Korea."
44,155660,DSR,1,5610,493353650,89760000000,16000000,"DSR Corporation manufactures and sells wires and wire ropes worldwide. It offers fiber ropes, slings/webbings, wire ropes, and wires for various applications, such as mooring, lifting, fishing, oil and gas, mining, leisure, logging, crane, automotive, general use, electronics, construction, agriculture, and consumer goods. The company was founded in 1940 and is headquartered in Busan, South Korea."
45,069730,DSR제강,1,5250,831818100,75600000000,14400000,"DSR Wire Corp manufactures wire and wire rope in South Korea. It provides high carbon steel wire, music spring wire, hard drawn steel wire, and zinc coated steel wire, as well as PowerMax rope and OT wire. The company offers its products for mooring, lifting, fishing, oil and gas, mining, leisure, logging, crane, automotive, general use, electronics, construction, agriculture, and consumer goods sectors. The company was formerly known as Chunki Wire Rope Industry Ltd and changed its name to DSR Wire Corp in May 2000. DSR Wire Corp was founded in 1971 and is headquartered in Suncheon, South Korea."
46,017940,E1,1,42900,735164850,294294000000,6860000,"E1 Corporation imports, exports/trades, stores, sells, and services liquefied petroleum gas (LPG) in South Korea. The company operates wharf facilities for carriers ranging from small pressurized ships to LPG ocean carriers; transports LPG from oil-producing countries by deep sea refrigerator ships; and stores and manages LPG at Yeosu, Daesan, and Incheon terminals equipped with sea and land loading/unloading facilities. It supplies LPG through various sales channels, including autogas stations, refueling stations, and retailers to residences and commercial establishments, as well as through direct pipelines to petrochemical plants. It also exports LPG to Thailand, China, Taiwan, Japan, Vietnam, and internationally. E1 Corporation was founded in 1984 and is headquartered in Seoul, South Korea."
47,245620,EDGC,2,5250,2046124560,225406287750,42934531,"Eone Diagnomics Genome Center Co., Ltd. provides genetic information analysis services in South Korea. It engages in the genome research and development, genomic testing/screening, IT, and software activities. The company offers NICE, a non-invasive prenatal test, which detects a fetal DNA in maternal plasma for the pregnancy period; bebegene Plus, a newborn genetic screening test that analyzes base sequence and early screening genetic diseases; RiskCARE, which detects the risk of hereditary cancer early to prevent cancer; BRCARE, a genetic test in BRCA1 and BRCA2 genes for hereditary breast/ovarian cancer; genocube, a cancer and general disease prediction test; and Liquid Biopsy, a non-invasive alternative to tissue biopsy that helps to determine cancer treatments by identifying clinically relevant biomarkers. It also provides MYGENPLAN, which suggests personalized health care guide by analyzing personal genetic risks and current health status; TELOAGE that suggests personal genetic risk of diseases and personalized nutrition guide by analyzing current status of telomere; and gene2me Plus, which analyzes genes based on single nucleotide polymorphism array chip and predicts cancers and other diseases, as well as MyEyeGene, a genetic test for inherited eye diseases. Eone Diagnomics Genome Center Co., Ltd. was founded in 2013 and is based in Incheon, South Korea."
48,037370,EG,2,11150,375718450,83625000000,7500000,"EG Corporation engages in iron oxide, ferrite powder, engineering, and trading businesses in South Korea. It produces and sells iron oxide and ferrite powder; and trades in rare earth material, scrap metal intermediate, and H-beam steel. The company also provides plant engineering services for waste incineration, biomass and neo-renewable energy, waste hear recovery, gasification generating, storage and fuel supplement, and ash treatment plants; environmental plants; industrial plants comprising material handling equipment, waste preprocessing facilities, and dryer facilities; and dust removing, and carbon capture and storage services. In addition, it is involved in the research and development of non-carbon anode materials and nanoscale silicon powders; solid oxide fuel cell anode materials; and solid hydrogen storage materials. The company was formerly known as Samyang industry Co., ltd. and changed its name to EG Corporation in September 1999. The company was founded in 1987 and is based in Geumsan-eup, South Korea."
49,079190,EMW,2,2780,0,88360067660,31784197,"EMW Co.,Ltd. produces and sells mobile antennas, electromagnetic materials, smart grid solutions, and wireless security systems in South Korea. The company offers electromagnetic materials, such as low-band CA solutions, chip ceramic and ferrite inductors, and chip ferrite beads for PCs, laptops, USBs, CD-ROM drives, DVD players, printers, faxes, HDTVs, mobile devices, and cellular phones. It also provides wireless Ethernet bridges; CLARO, an air care system; zinc-air battery for emergency and military use; and wireless chargers. EMW Co.,Ltd. was founded in 1998 and is headquartered in Incheon, South Korea."
50,365550,ESR켄달스퀘어리츠,1,5880,1259512950,842362920000,143259000,"ESR Kendall Square REIT Co., Ltd. operates as a logistics REIT in South Korea. It develops and operates logistics centers. The company was founded in 2020 and is Seoul, South Korea."
51,007700,F&F,1,146000,12992051000,2248400000000,15400000,"F&F Co., Ltd. engages in the fashion business. The company offers its products under eight brands, including MLB, MLB KIDS, DISCOVERY EXPEDITION, STRETCH ANGELS, BANILA CO, B.BY BANILA, COLLECTED, and JARDIN PERDU. The company was formerly known as NSF Corporation and changed its name to F&F Co., Ltd. in 2002. F&F Co., Ltd. was founded in 1992 and is based in Seoul, South Korea."
52,130500,GH신소재,2,6620,271814430,72820000000,11000000,"GH Advanced Materials Inc. manufactures and sells non-woven fabrics in South Korea and internationally. It provides non-woven fabrics for interior furnishings of automobiles, construction materials, drainage, heat conservation, soft ground safety, and other applications; yarns, and PP and PET staple fibers; and polyurethane foams for headliners. The company was formerly known as Gumho N.T. Co., Ltd. and changed its name to GH Advanced Materials Inc. in November 2016. The company was founded in 1979 and is headquartered in Gumi, South Korea. GH Advanced Materials Inc. is a subsidiary of NVH Korea Inc."
53,114090,GKL,1,17350,7872204300,1073195874500,61855670,"Grand Korea Leisure Co., Ltd. operates as a casino company in South Korea. It operates Seven Luck casino, a foreigner-only casino. The company was founded in 2005 and is based in Seoul, South Korea."
54,900290,GRT,2,951,0,64073625000,67375000,"Great Rich Technologies Limited develops, manufactures, and processes films, electronic products, and other plastic products. It offers TFT-LCD optical films, TFT-LCD optical protective films, and functional thin films. It also provides packaging, 3D, blue light, optical adhesive, and window films. The company was incorporated in 2012 and is headquartered in Kowloon, Hong Kong."
55,078930,GS,1,39250,7089710100,3646928586500,92915378,"GS Holdings Corp., together its subsidiaries, engages in the energy, retail, and construction businesses in South Korea and internationally. The company operates combined heat and power plants, and district heating and cooling facilities; supplies natural gas; generates and supplies electricity using clean fuel, such as natural gas and bio energy; and offers petroleum, petrochemicals, base oils, and lubricants. It also engages in the combined heat and power, coal-fired thermal power, renewable energy, and energy distribution businesses; developing and operating wind power plants and transmission lines; bioenergy supply; shipping of liquefied petroleum gas and propylene; production of reclaimed metals; and exploration and production of oil and gas. In addition, the company operates a convenience store under the GS25 brand; supermarket under the GS Supermarket brand; health and beauty store under the Watsons brand; and hotel under the Parnas Hotel brand. Further, it provides media services, including media development, contents supply, advertisement, POP cards, and mobile coupons; and TV home shopping, mobile commerce, import and export, and cross trade services; and logistics service for steels and metals, petrochemicals, cements, mechanics, facilities, and bituminous coals, as well as manages a professional football club and a professional volleyball team. Additionally, the company engages in the architecture, civil engineering, housing, plant, environment, and power plant fields; provides telecommunication services; and operates a resort comprising condominium, golf course, and ski slope under the Elysian name, as well as offers operation and maintenance services to the oil, gas, petrochemical, power, and environmental industries. GS Holdings Corp. was founded in 2004 and is based in Seoul, South Korea."
56,083450,GST,2,22850,6524229350,212910473250,9317745,"Global Standard Technology, Limited operates in the environmental and energy industry. It offers burn, plasma wet, wet, and dry type exhaust management systems; and step control, re-circulating, electric, integration, and cryogenic type thermal management systems. The company was formerly known as GST and changed its name to Global Standard Technology Co., Ltd. in December 2002. Global Standard Technology, Limited was founded in 2001 and is headquartered in Hwaseong, South Korea."
57,006360,GS건설,1,40800,32558286700,3488027414400,85490868,"GS Engineering & Construction Corporation engages in the civil works and architectural construction, construction and sale of new houses, repairs and maintenance, general construction, and technology consultation activities in South Korea and internationally. It operates through Infra Works, Architectural & Housing Construction, Plant Construction, and Others segments. The Infra Works segment constructs roads, railways, water reservoirs, ports, industrial parks, and underground structures; and privately funded infrastructure projects. The Architectural & Housing Construction segment builds and markets various types of buildings for residencies, offices, factories, and others. The Plant Construction segment constructs petroleum refineries; and gas, petrochemical, and waste and water treatment plants. This segment also develops and constructs combined cycle, nuclear, coal, and renewable power plants; high voltage substations, and power transmission and distribution lines; and communication and railway infrastructure. The Others segment constructs cultural facilities, hotels, recreational facilities, and integrated sports facilities; and engages in the lease and other activities. GS Engineering & Construction Corporation also provides home network system development and operation, resort maintenance, plant operation and maintenance, and IT consulting services, as well as real estate services. The company was formerly known as LG Engineering & Construction Co., Ltd. and changed its name to GS Engineering & Construction Corporation in March 2005. GS Engineering & Construction Corporation was founded in 1969 and is based in Seoul, South Korea."
58,001250,GS글로벌,1,2420,984713790,199731708880,82533764,"GS Global Corp., a general trading company, engages in the import, export, and triangular trade of steel, coal/biomass, petrochemicals, industrial products in South Korea and internationally. Its steel products include hot rolled and cold rolled steel, galvanized steel, semi-finished, and other products; petroleum products, such as mogas, kerosene, gas oil, fuel oil, asphalt, base oil, etc.; lubricants comprising automotive/industrial/marine lubricants/white oil, etc.; marine fuel oil/marine gas oil/marine diesel oil, etc.; and coal products and biomass. The company also supplies palm oils and stearin oils to manufacture biodiesels, as well as biodiesels and fermented ethyl alcohol; cement and clinker; and various industrial equipment, including special valves, laser processing machines, robotic welding machines, commercial vehicles, transformers, and other machinery and equipment; and materials/components, such as ingots for forging, tools and mold steels, high alloy steels, nonferrous alloys, and wind generator shafts and ferrite magnets for automotive motors, etc. In addition, it offers pre-delivery inspection services for imported cars; unloading and transporting services; and tank terminal services, as well as manufactures and supplies aircraft refueling vehicles; and manufactures and supplies process equipment for chemical and energy plants. Further, the company develops ports and port-hinterland construction projects; and organizes plants, infrastructure, power generation, and renewable energy projects. Additionally, it offers robot platform solutions, including collaborative robots, mobile robots, grippers, vision cameras, etc. for the use in automotive and electronics manufacturing industries, cafes, and restaurants. The company was founded in 1954 and is headquartered in Seoul, South Korea. GS Global Corp. is a subsidiary of GS Holdings Corp."
